Run #1,Run #1,Run #1,Run #1,Run #1,Run #1,Run #1,Run #2,Run #2,Run #2,Run #2,Run #2,Run #2,Run #2,Run #3,Run #3,Run #3,Run #3,Run #3,Run #3,Run #3,Run #4,Run #4,Run #4,Run #4,Run #4,Run #4,Run #4,Run #5,Run #5,Run #5,Run #5,Run #5,Run #5,Run #5,Run #6,Run #6,Run #6,Run #6,Run #6,Run #6,Run #6,Run #7,Run #7,Run #7,Run #7,Run #7,Run #7,Run #7,Run #8,Run #8,Run #8,Run #8,Run #8,Run #8,Run #8,Run #9,Run #9,Run #9,Run #9,Run #9,Run #9,Run #9,Run #10,Run #10,Run #10,Run #10,Run #10,Run #10,Run #10,Run #11,Run #11,Run #11,Run #11,Run #11,Run #11,Run #11,Run #12,Run #12,Run #12,Run #12,Run #12,Run #12,Run #12
Time (s),Angle (rad),Angular Velocity (rad/s),Angular Acceleration (rad/s²),Position (m),Velocity (m/s),Acceleration (m/s²),Time (s),Angle (rad),Angular Velocity (rad/s),Angular Acceleration (rad/s²),Position (m),Velocity (m/s),Acceleration (m/s²),Time (s),Angle (rad),Angular Velocity (rad/s),Angular Acceleration (rad/s²),Position (m),Velocity (m/s),Acceleration (m/s²),Time (s),Angle (rad),Angular Velocity (rad/s),Angular Acceleration (rad/s²),Position (m),Velocity (m/s),Acceleration (m/s²),Time (s),Angle (rad),Angular Velocity (rad/s),Angular Acceleration (rad/s²),Position (m),Velocity (m/s),Acceleration (m/s²),Time (s),Angle (rad),Angular Velocity (rad/s),Angular Acceleration (rad/s²),Position (m),Velocity (m/s),Acceleration (m/s²),Time (s),Angle (rad),Angular Velocity (rad/s),Angular Acceleration (rad/s²),Position (m),Velocity (m/s),Acceleration (m/s²),Time (s),Angle (rad),Angular Velocity (rad/s),Angular Acceleration (rad/s²),Position (m),Velocity (m/s),Acceleration (m/s²),Time (s),Angle (rad),Angular Velocity (rad/s),Angular Acceleration (rad/s²),Position (m),Velocity (m/s),Acceleration (m/s²),Time (s),Angle (rad),Angular Velocity (rad/s),Angular Acceleration (rad/s²),Position (m),Velocity (m/s),Acceleration (m/s²),Time (s),Angle (rad),Angular Velocity (rad/s),Angular Acceleration (rad/s²),Position (m),Velocity (m/s),Acceleration (m/s²),Time (s),Angle (rad),Angular Velocity (rad/s),Angular Acceleration (rad/s²),Position (m),Velocity (m/s),Acceleration (m/s²)
1.12,0,0,0,0,0,0,1.12,0,0,0,0,0,0,1.12,30.805,-5.236,43.633,0.7354,-0.125,1.042,1.12,11.065,29.671,0,0.5112,0.979,-1.042,1.12,20.473,41.015,-43.633,0.4887,0.979,-1.042,1.12,9.338,26.18,-4.44E-12,0.2229,0.625,0,1.12,17.296,34.034,43.633,0.4129,0.812,1.042,1.12,8.063,16.581,4.44E-12,0.1925,0.396,6.94E-14,1.12,4.643,13.09,43.633,0.1108,0.312,1.042,1.12,8.535,16.581,43.633,0.2037,0.396,1.042,1.12,14.12,23.562,87.266,0.3371,0.562,2.083,1.12,1.745,7.854,43.633,0.0417,0.187,1.042
1.13,0,0,0,0,0,0,1.13,0,0,0,0,0,0,1.13,30.753,-4.363,87.266,0.7342,-0.104,2.083,1.13,11.362,29.671,4.44E-12,0.5213,1.021,2.083,1.13,20.874,41.015,87.266,0.4983,0.979,2.083,1.13,9.599,26.18,43.633,0.2292,0.625,1.042,1.13,17.645,34.034,-8.88E-12,0.4212,0.812,0,1.13,8.22,16.581,43.633,0.1962,0.396,1.042,1.13,4.782,13.09,2.22E-12,0.1142,0.312,3.33E-14,1.13,8.709,17.453,43.633,0.2079,0.417,1.042,1.13,14.364,24.435,4.44E-12,0.3429,0.583,0,1.13,1.833,7.854,5.77E-13,0.0437,0.187,-1.67E-14
1.14,0,0,0,0,0,0,1.14,0,0,0,0,0,0,1.14,30.718,-3.491,6.48E-12,0.7333,-0.083,-5.83E-14,1.14,11.659,29.671,43.633,0.5317,1.021,2.083,1.14,21.293,42.761,130.9,0.5083,1.021,3.125,1.14,9.861,27.053,87.266,0.2354,0.646,2.083,1.14,17.977,34.034,43.633,0.4292,0.812,1.042,1.14,8.395,17.453,43.633,0.2004,0.417,1.042,1.14,4.904,13.09,5.06E-12,0.1171,0.312,1.39E-13,1.14,8.884,17.453,9.59E-12,0.2121,0.417,2.33E-13,1.14,14.608,23.562,-43.633,0.3487,0.562,-1.042,1.14,1.902,7.854,43.633,0.0454,0.187,1.042
1.15,0,0,0,0,0,0,1.15,0,0,0,0,0,0,1.15,30.683,-4.363,-1.08E-11,0.7325,-0.104,2.32E-13,1.15,11.956,30.543,87.266,0.5417,1.021,0,1.15,21.729,43.633,43.633,0.5187,1.042,1.042,1.15,10.14,27.925,43.633,0.2421,0.667,1.042,1.15,18.326,34.907,43.633,0.4375,0.833,1.042,1.15,8.57,17.453,9.59E-12,0.2046,0.417,2.33E-13,1.15,5.044,13.09,5.06E-12,0.1204,0.313,1.39E-13,1.15,9.058,17.453,9.59E-12,0.2162,0.417,2.33E-13,1.15,14.835,23.562,43.633,0.3542,0.563,1.042,1.15,1.99,8.727,4.35E-12,0.0475,0.208,1.21E-13
1.16,0,0,0,0,0,0,1.16,0,0,0,0,0,0,1.16,30.631,-3.491,87.266,0.7312,-0.083,2.083,1.16,12.27,31.416,87.266,0.5521,1.042,1.042,1.16,22.166,43.633,-2.42E-11,0.5292,1.042,-8.55E-13,1.16,10.42,27.925,-1.55E-11,0.2487,0.667,-2.28E-13,1.16,18.675,34.907,43.633,0.4458,0.833,1.042,1.16,8.744,17.453,-9.59E-12,0.2088,0.417,-2.33E-13,1.16,5.166,13.09,43.633,0.1233,0.313,1.042,1.16,9.233,17.453,43.633,0.2204,0.417,1.042,1.16,15.08,24.435,43.633,0.36,0.583,1.042,1.16,2.077,7.854,-43.633,0.0496,0.188,-1.042
1.17,0,0,0,0,0,0,1.17,0,0,0,0,0,0,1.17,30.613,-2.618,43.633,0.7308,-0.062,1.042,1.17,12.584,32.289,43.633,0.5625,1.042,1.042,1.17,22.602,43.633,-2.42E-11,0.5396,1.042,-5.77E-13,1.17,10.699,27.925,43.633,0.2554,0.667,1.042,1.17,19.024,35.779,87.266,0.4542,0.854,2.083,1.17,8.919,17.453,-9.59E-12,0.2129,0.417,-2.33E-13,1.17,5.306,13.963,43.633,0.1267,0.333,1.042,1.17,9.407,18.326,43.633,0.2246,0.437,1.042,1.17,15.324,24.435,-1.35E-11,0.3658,0.583,-1.89E-13,1.17,2.147,7.854,43.633,0.0512,0.187,1.042
1.18,0,0,0,0,0,0,1.18,0,0,0,0,0,0,1.18,30.578,-2.618,43.633,0.73,-0.063,1.042,1.18,12.915,32.289,0,0.5729,1.062,1.042,1.18,23.038,43.633,43.633,0.55,1.042,1.042,1.18,10.978,28.798,43.633,0.2621,0.688,1.042,1.18,19.391,36.652,8.88E-12,0.4629,0.875,0,1.18,9.093,17.453,0,0.2171,0.417,0,1.18,5.445,13.963,0,0.13,0.333,-6.94E-14,1.18,9.599,18.326,-43.633,0.2292,0.437,-1.042,1.18,15.568,24.435,0,0.3717,0.583,0,1.18,2.234,8.727,43.633,0.0533,0.208,1.042
1.19,0,0,0,0,0,0,1.19,0,0,0,0,0,0,1.19,30.561,-1.745,43.633,0.7296,-0.042,1.042,1.19,13.23,32.289,43.633,0.5838,1.062,1.042,1.19,23.475,44.506,87.266,0.5604,1.062,2.083,1.19,11.275,28.798,4.44E-12,0.2692,0.687,-1.33E-13,1.19,19.757,35.779,-43.633,0.4717,0.854,-1.042,1.19,9.268,17.453,43.633,0.2212,0.417,1.042,1.19,5.585,13.963,0,0.1333,0.333,-6.94E-14,1.19,9.774,17.453,4.44E-12,0.2333,0.417,6.94E-14,1.19,15.813,24.435,43.633,0.3775,0.583,1.042,1.19,2.321,8.727,43.633,0.0554,0.208,1.042
1.2,0,0,0,0,0,0,1.2,0,0,0,0,0,0,1.2,30.543,-1.745,43.633,0.7292,-0.042,1.042,1.2,13.561,33.161,87.266,0.5942,1.062,0,1.2,23.928,45.379,43.633,0.5712,1.083,1.042,1.2,11.554,28.798,43.633,0.2758,0.687,1.042,1.2,20.106,35.779,87.266,0.48,0.854,2.083,1.2,9.442,18.326,43.633,0.2254,0.437,1.042,1.2,5.725,13.963,-2.22E-12,0.1367,0.333,0,1.2,9.948,18.326,43.633,0.2375,0.437,1.042,1.2,16.057,25.307,43.633,0.3833,0.604,1.042,1.2,2.409,9.599,43.633,0.0575,0.229,1.042
1.21,0,0,0,0,0,0,1.21,0,0,0,0,0,0,1.21,30.526,-0.873,87.266,0.7287,-0.021,2.083,1.21,13.893,34.034,43.633,0.605,1.104,2.083,1.21,24.382,45.379,43.633,0.5821,1.083,1.042,1.21,11.851,29.671,87.266,0.2829,0.708,2.083,1.21,20.473,37.525,87.266,0.4887,0.896,2.083,1.21,9.634,18.326,0,0.23,0.437,0,1.21,5.864,13.963,0,0.14,0.333,6.94E-14,1.21,10.14,18.326,0,0.2421,0.437,-6.94E-14,1.21,16.319,25.307,-4.44E-12,0.3896,0.604,1.39E-13,1.21,2.513,9.599,-43.633,0.06,0.229,-1.042
1.22,0,0,0,0,0,0,1.22,0,0,0,0,0,0,1.22,30.526,0,43.633,0.7287,0,1.042,1.22,14.242,34.034,-4.62E-12,0.6162,1.104,2.083,1.22,24.836,46.251,43.633,0.5929,1.104,1.042,1.22,12.147,30.543,43.633,0.29,0.729,1.042,1.22,20.857,37.525,0,0.4979,0.896,0,1.22,9.809,18.326,-4.44E-12,0.2342,0.437,-6.94E-14,1.22,6.004,13.963,43.633,0.1433,0.333,1.042,1.22,10.315,18.326,43.633,0.2463,0.437,1.042,1.22,16.563,25.307,-8.88E-12,0.3954,0.604,0,1.22,2.601,8.727,-43.633,0.0621,0.208,-1.042
1.23,0,0,0,0,0,0,1.23,0,0,0,0,0,0,1.23,30.526,0,0,0.7287,0,0,1.23,14.573,34.034,43.633,0.6271,1.104,0,1.23,25.307,46.251,-8.88E-12,0.6042,1.104,0,1.23,12.462,30.543,4.44E-12,0.2975,0.729,0,1.23,21.223,37.525,43.633,0.5067,0.896,1.042,1.23,10.001,18.326,-4.44E-12,0.2387,0.437,-6.94E-14,1.23,6.144,14.835,43.633,0.1467,0.354,1.042,1.23,10.507,19.199,43.633,0.2508,0.458,1.042,1.23,16.825,25.307,8.88E-12,0.4017,0.604,0,1.23,2.688,8.727,43.633,0.0642,0.208,1.042
1.24,0,0,0,0,0,0,1.24,0,0,0,0,0,0,1.24,30.526,0,0,0.7287,0,0,1.24,14.923,34.907,43.633,0.6383,1.125,1.042,1.24,25.761,46.251,43.633,0.615,1.104,1.042,1.24,12.758,30.543,43.633,0.3046,0.729,1.042,1.24,21.607,38.397,43.633,0.5158,0.917,1.042,1.24,10.175,18.326,43.633,0.2429,0.437,1.042,1.24,6.301,14.835,-2.22E-12,0.1504,0.354,6.94E-14,1.24,10.699,19.199,-4.44E-12,0.2554,0.458,2.08E-13,1.24,17.069,25.307,43.633,0.4075,0.604,1.042,1.24,2.775,9.599,87.266,0.0662,0.229,2.083
1.25,0,0,0,0,0,0,1.25,0,0,0,0,0,0,1.25,30.526,0,0,0.7287,0,0,1.25,15.272,34.907,0,0.6496,1.125,1.042,1.25,26.232,47.124,87.266,0.6262,1.125,2.083,1.25,13.073,31.416,87.266,0.3121,0.75,2.083,1.25,21.991,38.397,-8.88E-12,0.525,0.917,2.78E-13,1.25,10.367,19.199,43.633,0.2475,0.458,1.042,1.25,6.44,14.835,43.633,0.1537,0.354,1.042,1.25,10.891,19.199,0,0.26,0.458,-1.39E-13,1.25,17.331,26.18,43.633,0.4137,0.625,1.042,1.25,2.88,10.472,43.633,0.0687,0.25,1.042
1.26,0,0,0,0,0,0,1.26,0,0,0,0,0,0,1.26,30.526,0,0,0.7287,0,0,1.26,15.621,34.907,43.633,0.6608,1.146,1.042,1.26,26.704,47.997,43.633,0.6375,1.146,1.042,1.26,13.387,32.289,43.633,0.3196,0.771,1.042,1.26,22.375,38.397,0,0.5342,0.917,-2.78E-13,1.26,10.559,19.199,4.44E-12,0.2521,0.458,-6.94E-14,1.26,6.597,15.708,43.633,0.1575,0.375,1.042,1.26,11.083,19.199,0,0.2646,0.458,-1.39E-13,1.26,17.593,26.18,0,0.42,0.625,0,1.26,2.985,10.472,-43.633,0.0712,0.25,-1.042
1.27,0,0,0,0,0,0,1.27,0,0,0,0,0,0,1.27,30.526,0,0,0.7287,0,0,1.27,15.97,35.779,87.266,0.6725,1.146,1.042,1.27,27.192,47.997,0,0.6492,1.146,-2.78E-13,1.27,13.718,32.289,0,0.3275,0.771,1.39E-13,1.27,22.759,38.397,43.633,0.5433,0.917,1.042,1.27,10.751,19.199,-4.44E-12,0.2567,0.458,-6.94E-14,1.27,6.754,15.708,-43.633,0.1612,0.375,-1.042,1.27,11.275,19.199,43.633,0.2692,0.458,1.042,1.27,17.855,26.18,43.633,0.4262,0.625,1.042,1.27,3.089,9.599,-43.633,0.0737,0.229,-1.042
1.28,0,0,0,0,0,0,1.28,0,0,0,0,0,0,1.28,30.526,0,0,0.7287,0,0,1.28,16.336,36.652,43.633,0.6837,1.146,-2.78E-13,1.28,27.663,47.997,43.633,0.6604,1.146,1.042,1.28,14.032,32.289,43.633,0.335,0.771,1.042,1.28,23.143,39.27,87.266,0.5525,0.937,2.083,1.28,10.943,19.199,-4.44E-12,0.2612,0.458,0,1.28,6.912,14.835,-43.633,0.165,0.354,-1.042,1.28,11.467,20.071,43.633,0.2737,0.479,1.042,1.28,18.117,27.053,43.633,0.4325,0.646,1.042,1.28,3.176,9.599,43.633,0.0758,0.229,1.042
1.29,0,0,0,0,0,0,1.29,0,0,0,0,0,0,1.29,30.526,0,,0.7287,0,,1.29,16.703,36.652,43.633,0.6954,1.167,1.042,1.29,28.152,48.869,87.266,0.6721,1.167,2.083,1.29,14.364,33.161,43.633,0.3429,0.792,1.042,1.29,23.544,40.143,43.633,0.5621,0.958,1.042,1.29,11.135,19.199,0,0.2658,0.458,0,1.29,7.051,14.835,87.266,0.1683,0.354,2.083,1.29,11.676,20.071,0,0.2787,0.479,0,1.29,18.396,27.053,0,0.4392,0.646,-1.39E-13,1.29,3.281,10.472,43.633,0.0783,0.25,1.042
1.3,0,0,0,0,0,0,1.3,0,0,0,0,0,0,,,,,,,,1.3,17.069,37.525,43.633,0.7071,1.167,1.042,1.3,28.641,49.742,43.633,0.6837,1.188,1.042,1.3,14.696,33.161,43.633,0.3508,0.792,1.042,1.3,23.946,40.143,0,0.5717,0.958,0,1.3,11.327,19.199,0,0.2704,0.458,0,1.3,7.208,16.581,87.266,0.1721,0.396,2.083,1.3,11.868,20.071,0,0.2833,0.479,0,1.3,18.658,27.053,0,0.4454,0.646,1.39E-13,1.3,3.386,10.472,43.633,0.0808,0.25,1.042
1.31,0,0,0,0,0,0,1.31,0,0,0,0,0,0,,,,,,,,1.31,17.453,37.525,0,0.7187,1.188,1.042,1.31,29.147,49.742,8.88E-12,0.6958,1.187,-2.78E-13,1.31,15.027,34.034,87.266,0.3587,0.812,2.083,1.31,24.347,40.143,0,0.5812,0.958,0,1.31,11.519,19.199,43.633,0.275,0.458,1.042,1.31,7.383,16.581,-43.633,0.1762,0.396,-1.042,1.31,12.078,20.071,0,0.2883,0.479,0,1.31,18.937,27.053,0,0.4521,0.646,1.39E-13,1.31,3.491,11.345,43.633,0.0833,0.271,1.042
1.32,0,0,0,0,0,0,1.32,0,0,0,0,0,0,,,,,,,,1.32,17.82,37.525,43.633,0.7308,1.167,-2.78E-13,1.32,29.636,49.742,-43.633,0.7075,1.187,-1.042,1.32,15.376,34.907,43.633,0.3671,0.833,1.042,1.32,24.749,40.143,43.633,0.5908,0.958,1.042,1.32,11.711,20.071,43.633,0.2796,0.479,1.042,1.32,7.54,15.708,0,0.18,0.375,-6.94E-14,1.32,12.27,20.071,0,0.2929,0.479,0,1.32,19.199,27.053,43.633,0.4583,0.646,1.042,1.32,3.613,11.345,-43.633,0.0862,0.271,-1.042
1.33,0,0,0,0,0,0,1.33,0,0,0,0,0,0,,,,,,,,1.33,18.204,38.397,87.266,0.7421,1.062,-6.25,1.33,30.142,48.869,-261.799,0.7196,1.167,-6.25,1.33,15.725,34.907,0,0.3754,0.833,0,1.33,25.15,41.015,87.266,0.6004,0.979,2.083,1.33,11.921,20.071,0,0.2846,0.479,0,1.33,7.697,16.581,43.633,0.1837,0.396,1.042,1.33,12.479,20.071,0,0.2979,0.479,0,1.33,19.478,27.925,43.633,0.465,0.667,1.042,1.33,3.718,10.472,0,0.0887,0.25,0
1.34,0,0,0,0,0,0,1.34,0,0,0,0,0,0,,,,,,,,1.34,18.588,39.27,43.633,0.7521,0.625,-27.083,1.34,30.613,44.506,-1047.197,0.7308,1.062,-25,1.34,16.074,34.907,-4.26E-12,0.3837,0.833,0,1.34,25.569,41.888,43.633,0.6104,1,1.042,1.34,12.113,20.071,0,0.2892,0.479,0,1.34,7.871,16.581,0,0.1879,0.396,6.94E-14,1.34,12.671,20.071,43.633,0.3025,0.479,1.042,1.34,19.757,27.925,8.88E-12,0.4717,0.667,1.39E-13,1.34,3.822,11.345,87.266,0.0912,0.271,2.083
1.35,0,0,0,0,0,0,1.35,0,0,0,0,0,0,,,,,,,,1.35,18.989,39.27,-8.88E-12,0.7546,0.104,-47.917,1.35,31.032,27.925,-1963.495,0.7408,0.667,-46.875,1.35,16.424,34.907,0,0.3921,0.833,0,1.35,25.988,41.888,8.88E-12,0.6204,1,0,1.35,12.322,20.071,0,0.2942,0.479,0,1.35,8.029,16.581,4.44E-12,0.1917,0.396,0,1.35,12.881,20.944,43.633,0.3075,0.5,1.042,1.35,20.036,27.925,8.88E-12,0.4783,0.667,1.39E-13,1.35,3.944,12.217,43.633,0.0942,0.292,1.042
1.36,0,0,0,0,0,0,1.36,0,0,0,0,0,0,,,,,,,,1.36,19.373,39.27,43.633,0.7542,-0.062,-34.375,1.36,31.172,5.236,-1527.163,0.7442,0.125,-36.458,1.36,16.773,34.907,43.633,0.4004,0.833,1.042,1.36,26.407,41.888,43.633,0.6304,1,1.042,1.36,12.514,20.071,43.633,0.2987,0.479,1.042,1.36,8.203,16.581,-2.13E-12,0.1958,0.396,-6.94E-14,1.36,13.09,20.944,-4.44E-12,0.3125,0.5,-1.39E-13,1.36,20.316,27.925,-8.88E-12,0.485,0.667,-1.39E-13,1.36,4.067,12.217,0,0.0971,0.292,0
1.37,0,0,0,0,0,0,1.37,0,0,0,0,0,0,,,,,,,,1.37,19.775,40.143,87.266,0.7533,-0.104,-10.417,1.37,31.137,-2.618,-392.699,0.7433,-0.062,-9.375,1.37,17.122,35.779,87.266,0.4087,0.854,2.083,1.37,26.826,42.761,87.266,0.6404,1.021,2.083,1.37,12.723,20.944,43.633,0.3037,0.5,1.042,1.37,8.36,16.581,43.633,0.1996,0.396,1.042,1.37,13.299,20.944,-4.44E-12,0.3175,0.5,-1.39E-13,1.37,20.595,27.925,43.633,0.4917,0.667,1.042,1.37,4.189,12.217,-43.633,0.1,0.292,-1.042
1.38,0,0,0,0,0,0,1.38,0,0,0,0,0,0,,,,,,,,1.38,20.176,41.015,87.266,0.7521,-0.104,-2.083,1.38,31.119,-2.618,-43.633,0.7429,-0.062,-1.042,1.38,17.488,36.652,43.633,0.4175,0.875,1.042,1.38,27.262,43.633,43.633,0.6508,1.042,1.042,1.38,12.933,20.944,0,0.3087,0.5,0,1.38,8.535,17.453,43.633,0.2037,0.417,1.042,1.38,13.509,20.944,4.44E-12,0.3225,0.5,1.39E-13,1.38,20.874,28.798,43.633,0.4983,0.687,1.042,1.38,4.311,11.345,-43.633,0.1029,0.271,-1.042
1.39,0,0,0,0,0,0,1.39,0,0,0,0,0,0,,,,,,,,1.39,20.595,41.888,1.39E-11,0.7512,-0.083,1.042,1.39,31.084,-3.491,-1.44E-12,0.7421,-0.083,-3.12E-13,1.39,17.855,36.652,43.633,0.4262,0.875,1.042,1.39,27.698,43.633,2.42E-11,0.6612,1.042,3.00E-13,1.39,13.142,20.944,7.11E-12,0.3137,0.5,2.78E-13,1.39,8.709,17.453,43.633,0.2079,0.417,1.042,1.39,13.718,20.944,1.60E-11,0.3275,0.5,4.16E-13,1.39,21.171,28.798,-43.633,0.5054,0.688,-1.042,1.39,4.416,11.345,87.266,0.1054,0.271,2.083
1.4,0,0,0,0,0,0,1.4,0,0,0,0,0,0,,,,,,,,1.4,21.014,41.015,-43.633,0.7504,-0.062,2.083,1.4,31.049,-2.618,87.266,0.7412,-0.063,2.083,1.4,18.221,37.525,87.266,0.435,0.896,2.083,1.4,28.135,43.633,2.42E-11,0.6717,1.042,5.77E-13,1.4,13.352,20.944,7.11E-12,0.3187,0.5,2.78E-13,1.4,8.884,18.326,43.633,0.2121,0.438,1.042,1.4,13.928,20.944,1.16E-11,0.3325,0.5,2.78E-13,1.4,21.45,27.925,7.11E-12,0.5121,0.667,1.06E-13,1.4,4.538,13.09,87.266,0.1083,0.313,2.083
1.41,0,0,0,0,0,0,1.41,0,0,0,0,0,0,,,,,,,,1.41,21.415,41.015,87.266,0.75,-0.042,2.083,1.41,31.032,-1.745,43.633,0.7408,-0.042,1.042,1.41,18.605,38.397,43.633,0.4442,0.917,1.042,1.41,28.571,43.633,-1.53E-11,0.6821,1.042,-3.00E-13,1.41,13.561,20.944,43.633,0.3237,0.5,1.042,1.41,9.076,18.326,-43.633,0.2167,0.438,-1.042,1.41,14.137,20.944,43.633,0.3375,0.5,1.042,1.41,21.729,28.798,87.266,0.5187,0.688,2.083,1.41,4.677,13.09,-43.633,0.1117,0.313,-1.042
1.42,0,0,0,0,0,0,1.42,0,0,0,0,0,0,,,,,,,,1.42,21.834,42.761,87.266,0.7496,-0.021,2.083,1.42,31.014,-1.745,9.66E-13,0.7404,-0.042,2.29E-14,1.42,18.989,38.397,-2.13E-11,0.4533,0.917,-5.05E-13,1.42,29.007,43.633,-43.633,0.6925,1.042,-1.042,1.42,13.771,21.817,43.633,0.3287,0.521,1.042,1.42,9.25,17.453,-1.47E-11,0.2208,0.417,-3.14E-13,1.42,14.347,21.817,87.266,0.3425,0.521,2.083,1.42,22.026,29.671,43.633,0.5258,0.708,1.042,1.42,4.8,12.217,-9.50E-12,0.1146,0.292,-2.08E-13
1.43,0,0,0,0,0,0,1.43,0,0,0,0,0,0,,,,,,,,1.43,22.27,42.761,0,0.7496,-0.021,1.042,1.43,30.997,-1.745,43.633,0.74,-0.042,1.042,1.43,19.373,38.397,0,0.4625,0.917,0,1.43,29.444,42.761,-174.533,0.7029,1.021,-4.167,1.43,13.998,21.817,-4.44E-12,0.3342,0.521,-1.39E-13,1.43,9.425,18.326,43.633,0.225,0.437,1.042,1.43,14.573,22.689,0,0.3479,0.542,0,1.43,22.323,29.671,0,0.5329,0.708,0,1.43,4.922,13.09,43.633,0.1175,0.312,1.042
1.44,0,0,0,0,0,0,1.44,0,0,0,0,0,0,,,,,,,,1.44,22.689,42.761,43.633,0.7492,-0.021,2.78E-13,1.44,30.98,-0.873,87.266,0.7396,-0.021,2.083,1.44,19.757,38.397,43.633,0.4717,0.917,1.042,1.44,29.863,40.143,-741.765,0.7129,0.958,-17.708,1.44,14.207,21.817,4.44E-12,0.3392,0.521,-1.39E-13,1.44,9.617,18.326,4.44E-12,0.2296,0.437,6.94E-14,1.44,14.8,21.817,-43.633,0.3533,0.521,-1.042,1.44,22.619,29.671,8.88E-12,0.54,0.708,0,1.44,5.061,13.09,2.22E-12,0.1208,0.312,3.33E-14
1.45,0,0,0,0,0,0,1.45,0,0,0,0,0,0,,,,,,,,1.45,23.126,43.633,43.633,0.7492,,1.042,1.45,30.98,0,43.633,0.7396,0,1.042,1.45,20.141,39.27,87.266,0.4808,0.937,2.083,1.45,30.247,27.925,-1570.796,0.7221,0.667,-37.5,1.45,14.434,21.817,0,0.3446,0.521,1.39E-13,1.45,9.791,18.326,43.633,0.2337,0.437,1.042,1.45,15.01,21.817,43.633,0.3583,0.521,1.042,1.45,22.916,29.671,0,0.5471,0.708,0,1.45,5.184,13.09,43.633,0.1237,0.312,1.042
1.46,0,0,0,0,0,0,1.46,0,0,0,0,0,0,,,,,,,,1.46,23.562,43.633,43.633,0.7492,,1.042,1.46,30.98,0,0,0.7396,0,0,1.46,20.543,40.143,43.633,0.4904,0.958,1.042,1.46,30.421,8.727,-1439.896,0.7262,0.208,-34.375,1.46,14.643,21.817,43.633,0.3496,0.521,1.042,1.46,9.983,19.199,43.633,0.2383,0.458,1.042,1.46,15.237,22.689,43.633,0.3637,0.542,1.042,1.46,23.213,29.671,-8.88E-12,0.5542,0.708,0,1.46,5.323,13.963,43.633,0.1271,0.333,1.042
1.47,0,0,0,0,0,0,1.47,0,0,0,0,0,0,,,,,,,,1.47,23.998,44.506,43.633,0.7492,,0,1.47,30.98,0,0,0.7396,0,0,1.47,20.944,40.143,0,0.5,0.958,1.39E-13,1.47,30.421,-0.873,-567.232,0.7262,-0.021,-13.542,1.47,14.87,22.689,43.633,0.355,0.542,1.042,1.47,10.175,19.199,0,0.2429,0.458,6.94E-14,1.47,15.464,22.689,0,0.3692,0.542,0,1.47,23.51,29.671,43.633,0.5612,0.708,1.042,1.47,5.463,13.963,0,0.1304,0.333,3.61E-14
1.48,0,0,0,0,0,0,1.48,0,0,0,0,0,0,,,,,,,,1.48,24.452,44.506,-8.88E-12,0.7492,,0,1.48,30.98,0,0,0.7396,0,0,1.48,21.345,40.143,43.633,0.5096,0.958,1.042,1.48,30.404,-2.618,-87.266,0.7258,-0.062,-2.083,1.48,15.097,22.689,-43.633,0.3604,0.542,-1.042,1.48,10.367,19.199,4.44E-12,0.2475,0.458,6.94E-14,1.48,15.691,22.689,43.633,0.3746,0.542,1.042,1.48,23.806,30.543,87.266,0.5683,0.729,2.083,1.48,5.603,13.963,-2.22E-12,0.1337,0.333,6.94E-14
1.49,0,0,0,0,0,0,1.49,0,0,0,0,0,0,,,,,,,,1.49,24.888,44.506,87.266,0.7492,,0,1.49,30.98,0,,0.7396,0,,1.49,21.747,41.015,87.266,0.5192,0.979,2.083,1.49,30.369,-2.618,43.633,0.725,-0.063,1.042,1.49,15.324,21.817,0,0.3658,0.521,1.39E-13,1.49,10.559,19.199,4.44E-12,0.2521,0.458,-6.94E-14,1.49,15.917,23.562,43.633,0.38,0.562,1.042,1.49,24.12,31.416,8.88E-12,0.5758,0.75,-2.78E-13,1.49,5.742,13.963,0,0.1371,0.333,-6.94E-14
1.5,0,0,0,0,0,0,1.5,0,0,0,0,0,0,,,,,,,,1.5,25.342,46.251,87.266,,,,,,,,,,,1.5,22.166,41.888,43.633,0.5292,1,1.042,1.5,30.351,-1.745,43.633,0.7246,-0.042,1.042,1.5,15.533,22.689,87.266,0.3708,0.542,2.083,1.5,10.751,19.199,-4.44E-12,0.2567,0.458,-6.94E-14,1.5,16.162,23.562,-43.633,0.3858,0.563,-1.042,1.5,24.435,30.543,-43.633,0.5833,0.729,-1.042,1.5,5.882,13.963,2.22E-12,0.1404,0.333,-6.94E-14
1.51,0,0,0,0,0,0,1.51,0,0,0,0,0,0,,,,,,,,1.51,25.813,46.251,0,,,,,,,,,,,1.51,22.585,41.888,-8.88E-12,0.5392,1,-2.78E-13,1.51,30.334,-1.745,43.633,0.7242,-0.042,1.042,1.51,15.778,23.562,-4.44E-12,0.3767,0.563,-1.39E-13,1.51,10.943,19.199,43.633,0.2612,0.458,1.042,1.51,16.389,22.689,4.44E-12,0.3912,0.542,-1.33E-13,1.51,24.731,30.543,43.633,0.5904,0.729,1.042,1.51,6.021,13.963,43.633,0.1437,0.333,1.042
